id,idade,tempo_cliente,mensalidade,suporte_ligacoes,tem_servico_extra,pagamento_em_dia,churn
1811,56,26,180.05,3,0,1,1
1812,34,59,186.93,4,1,1,0
1813,31,33,117.2,0,1,1,0
1814,48,41,178.54,7,0,1,0
1815,41,30,82.13,3,1,1,0
1816,52,57,63.03,2,1,1,1
1817,61,49,169.88,0,0,1,0
1818,62,48,70.47,3,0,1,0
1819,51,49,198.39,2,0,1,0
1820,20,47,154.47,7,0,1,1
1821,54,56,165.48,8,1,1,0
1822,60,65,94.41,4,0,1,1
1823,57,12,154.34,8,0,0,1
1824,43,69,66.05,0,1,1,0
1825,72,6,177.3,6,1,1,1
1826,40,65,83.75,6,0,1,0
1827,61,25,157.63,5,1,1,1
1828,56,1,91.43,3,0,1,1
1829,32,32,69.58,8,0,1,0
1830,73,3,127.41,2,1,1,0
1831,66,49,83.7,0,0,1,1
1832,21,19,162.12,1,0,1,0
1833,46,60,93.26,2,1,1,0
1834,39,29,107.95,1,1,1,0
1835,42,50,139.44,5,1,1,0
1836,30,2,99.9,6,0,1,0
1837,35,56,112.92,4,1,1,0
1838,50,17,174.19,4,1,0,1
1839,33,60,85.09,6,1,1,0
1840,62,36,71.51,5,1,1,0
1841,59,61,105.97,7,0,1,1
1842,61,17,119.41,8,0,1,1
1843,19,49,135.97,1,0,0,1
1844,72,60,112.14,1,0,1,0
1845,52,20,170.59,0,1,1,0
1846,59,50,65.5,6,1,1,0
1847,51,3,120.45,3,1,1,0
1848,47,43,113.52,8,0,1,1
1849,72,57,150.66,5,0,1,0
1850,30,50,195.28,6,0,1,0
1851,30,68,131.45,6,1,1,0
1852,35,50,198.16,7,1,1,0
1853,49,37,102.31,3,1,1,0
1854,49,46,64.32,2,0,1,0
1855,52,42,83.19,2,1,1,0
1856,56,15,115.32,9,0,0,0
1857,63,33,104.29,7,0,1,1
1858,69,11,73.59,2,0,1,1
1859,46,20,120.57,7,0,1,0
1860,66,24,107.34,1,1,1,0
1861,46,64,77.17,4,1,1,1
1862,70,65,101.46,4,0,1,1
1863,61,17,184.1,6,0,0,1
1864,74,61,102.29,4,0,1,0
1865,33,15,159.95,8,0,1,0
1866,73,51,145.69,2,1,0,0
1867,61,27,119.81,8,0,0,0
1868,64,61,93.46,0,0,1,0
1869,74,58,111.66,2,0,1,0
1870,27,31,142.9,3,0,1,0
1871,47,12,109.11,5,0,0,0
1872,42,46,90.09,9,1,1,0
1873,56,31,76.3,7,1,1,0
1874,37,32,183.17,6,0,1,1
1875,22,32,121.64,7,0,0,0
1876,18,53,147.53,5,0,1,1
1877,47,61,128.66,5,0,1,0
1878,66,46,182.16,5,0,1,1
1879,20,7,136.57,2,1,1,0
1880,62,4,127.31,9,1,1,0
1881,31,52,189.44,3,0,1,0
1882,73,31,160.76,5,0,1,0
1883,47,36,75.62,6,0,1,0
1884,67,54,84.88,2,0,0,0
1885,21,54,170.2,3,1,1,0
1886,35,17,177.02,5,0,1,0
1887,54,30,136.33,0,0,1,1
1888,42,22,137.62,6,1,1,0
1889,65,43,148.47,0,1,1,1
1890,18,27,121.48,9,0,1,1
1891,70,37,155.23,8,0,1,1
1892,63,46,75.19,9,0,1,1
1893,32,35,194.58,8,0,1,1
1894,26,4,165.02,8,0,1,0
1895,32,26,148.36,3,1,1,1
1896,66,19,104.29,1,1,1,1
1897,74,45,82.53,6,1,1,0
1898,41,26,117.31,3,0,1,0
1899,21,22,152.62,4,1,1,0
1900,29,58,148.72,0,1,1,0
1901,54,63,113.57,9,0,1,0
1902,54,28,145.86,5,0,1,0
1903,60,65,173.92,6,0,1,0
1904,23,44,63.68,2,0,1,0
1905,56,43,123.09,9,1,1,1
1906,73,37,166.2,1,0,1,0
1907,63,66,136.46,9,1,1,0
1908,41,17,151.21,6,0,1,0
1909,28,40,132.33,0,1,1,0
1910,30,38,198.86,1,1,1,0
1911,51,61,67.65,2,1,1,1
1912,42,9,128.75,3,0,0,0
1913,24,61,72.8,4,1,1,0
1914,69,16,82.37,3,0,0,1
1915,21,2,113.63,9,1,1,0
1916,25,43,81.78,2,0,1,0
1917,37,42,194.92,0,1,1,0
1918,46,57,192.55,6,1,1,0
1919,71,67,107.06,9,1,1,1
1920,70,30,149.56,5,1,1,1
1921,68,13,134.73,1,0,1,1
1922,62,19,174.18,1,0,0,0
1923,63,7,147.84,2,0,0,1
1924,27,9,60.04,7,0,1,0
1925,60,54,166.84,7,1,1,1
1926,51,61,164.56,9,1,1,0
1927,74,2,131.36,9,1,1,0
1928,43,50,186.41,9,0,0,1
1929,58,31,187.18,9,0,0,1
1930,66,33,133.35,7,0,1,0
1931,20,11,145.12,6,1,1,0
1932,73,33,199.51,1,0,1,0
1933,23,7,101.83,0,1,1,0
1934,22,31,105.45,5,0,0,0
1935,22,48,85.59,7,0,1,0
1936,71,47,185.42,0,1,1,0
1937,64,53,164.23,2,1,1,1
1938,40,19,74.79,0,1,1,0
1939,66,6,197.45,9,0,1,0
1940,26,49,162.33,8,0,1,0
1941,52,50,179.07,6,0,1,1
1942,37,12,66.74,7,1,1,0
1943,66,23,130.69,8,0,0,0
1944,59,54,157.8,2,1,1,0
1945,52,69,136.01,9,1,1,1
1946,67,59,153.33,1,1,1,0
1947,35,36,174.5,5,0,1,0
1948,34,3,112.41,4,0,1,1
1949,41,58,178.81,3,1,1,1
1950,20,55,82.81,5,1,1,0
1951,49,57,97.92,5,1,1,1
1952,52,17,66.07,2,0,1,0
1953,55,39,111.02,1,1,1,1
1954,30,68,113.19,8,0,1,1
1955,73,55,172.74,7,0,1,1
1956,64,45,151.44,3,1,1,0
1957,42,1,121.14,5,0,1,1
1958,26,21,151.3,2,0,1,0
1959,21,21,67.39,7,0,0,0
1960,31,52,85.24,2,0,1,0
1961,54,43,147.77,1,0,1,0
1962,51,52,149.79,6,0,1,1
1963,28,67,168.38,2,0,1,0
1964,58,44,116.42,8,1,1,0
1965,73,32,161.16,2,1,1,0
1966,20,10,155.76,7,1,1,0
1967,45,64,194.88,1,0,1,0
1968,46,69,90.12,8,0,1,1
1969,26,68,137.24,0,1,1,1
1970,20,28,144.25,2,0,0,1
1971,42,53,199.81,1,0,1,1
1972,51,51,88.17,6,0,1,1
1973,29,53,133.25,4,0,1,1
1974,59,4,108.47,7,1,1,0
1975,26,17,133.63,1,1,0,0
1976,32,67,92.5,7,1,1,0
1977,57,47,66.67,6,1,1,0
1978,42,56,140.16,4,1,1,0
1979,22,23,107.02,1,0,1,1
1980,28,18,85.47,9,0,1,1
1981,51,1,105.35,6,1,1,1
1982,41,35,66.9,9,0,1,1
1983,32,64,193.06,3,1,1,0
1984,55,58,141.36,3,0,1,0
1985,25,59,174.07,7,1,1,1
1986,22,1,119.24,5,1,0,1
1987,65,3,186.46,8,0,1,1
1988,43,67,127.66,1,1,1,0
1989,35,37,140.35,4,1,0,0
1990,23,29,128.85,5,1,1,0
1991,54,33,162.66,7,1,1,0
1992,65,61,139.33,3,0,1,0
1993,30,4,98.02,6,1,1,1
1994,45,14,80.38,6,0,0,1
1995,22,33,144.86,3,1,1,0
1996,30,22,128.49,0,1,1,1
1997,34,48,73.44,2,0,1,0
1998,67,3,115.39,1,1,1,1
1999,57,23,132.07,2,1,1,0
2000,62,68,175.77,4,1,1,0
2001,49,21,70.65,0,1,1,1
2002,46,43,108.79,4,1,0,1
2003,68,26,175.17,1,0,1,1
2004,20,41,150.78,3,1,1,0
2005,73,38,100.59,5,1,1,0
2006,57,11,178.35,8,1,1,0
2007,51,29,129.06,9,0,1,0
2008,57,60,129.77,5,0,1,0
2009,44,67,196.72,9,1,0,1
2010,30,65,192.6,1,0,1,1
2011,62,61,110.19,7,0,1,1
2012,50,19,79.68,4,1,1,1
2013,23,46,105.59,8,0,1,0
2014,41,49,64.27,9,0,1,0
2015,36,22,62.91,8,0,1,0
2016,33,57,115.37,3,0,1,1
2017,57,14,191.74,0,0,1,0
2018,45,44,181.99,8,0,1,1
2019,50,16,131.6,8,0,1,1
2020,65,12,139.13,7,1,1,0
2021,58,55,60.83,4,0,1,1
2022,30,51,90.17,4,0,1,0
2023,60,39,63.47,9,1,1,1
2024,62,33,165.64,5,0,1,0
2025,42,33,80.39,0,0,1,0
2026,70,29,181.67,8,0,1,0
2027,59,69,150.07,4,0,1,0
2028,53,70,92.12,6,1,1,1
2029,44,31,82.08,7,0,0,0
2030,55,31,147.87,4,0,1,0
2031,24,46,186.12,2,0,1,0
2032,22,52,160.57,5,1,1,0
2033,60,10,108.8,6,0,1,0
2034,62,41,142.23,3,0,1,0
2035,74,3,103.51,8,1,1,0
2036,68,59,199.88,3,0,1,0
2037,48,52,164.84,9,1,1,1
2038,40,34,146.01,1,0,1,0
2039,59,49,119.26,8,0,1,0
2040,27,28,146.54,3,0,1,0
2041,49,13,107.83,3,0,1,1
2042,60,69,64.04,9,0,1,0
2043,70,67,115.31,0,1,1,0
2044,47,61,190.27,1,0,1,0
2045,56,60,147.68,2,1,1,0
2046,48,71,71.75,6,0,0,1
2047,35,24,183.9,8,1,1,0
2048,53,63,97.64,4,1,1,1
2049,19,61,94.13,3,0,1,0
2050,31,23,101.59,1,0,1,0
2051,30,30,140.81,6,1,0,1
2052,46,60,136.26,5,0,0,0
2053,29,18,128.8,6,1,1,0
2054,56,56,160.46,7,1,1,0
2055,19,53,104.32,8,0,1,0
2056,49,7,169.49,9,1,1,0
2057,30,69,84.55,4,0,1,1
2058,63,52,169.57,4,0,1,1
2059,44,4,152.93,3,0,0,0
2060,66,34,155.65,2,0,1,0
2061,58,69,127.42,6,0,1,1
2062,34,33,153.38,4,0,1,1
2063,57,69,71.17,6,1,0,0
2064,48,38,179.22,1,0,1,0
2065,51,26,67.78,8,0,1,0
2066,41,1,80.82,8,0,1,0
2067,62,4,140.75,8,0,1,1
2068,52,39,163.52,4,1,1,1
2069,65,54,70.68,9,0,1,1
2070,23,33,188.91,8,1,1,0
2071,36,33,196.31,0,0,1,0
2072,47,20,144.83,1,1,1,0
2073,24,16,127.37,9,0,1,0
2074,27,21,163.8,4,1,1,0
2075,58,45,105.97,4,0,1,1
2076,49,62,129.06,5,0,1,1
2077,51,31,188.26,7,1,1,0
2078,45,42,193.79,0,1,1,0
2079,32,12,189.79,9,0,1,0
2080,47,65,96.74,8,1,0,0
2081,54,3,92.55,3,1,1,1
2082,46,9,101.67,7,0,1,0
2083,39,51,121.78,4,0,0,0
2084,21,16,103.98,0,0,1,0
2085,37,3,112.39,8,0,1,1
2086,49,24,146.89,7,0,1,1
2087,53,13,166.75,4,0,1,0
2088,67,2,162.98,3,0,1,0
2089,21,71,174.02,7,0,1,1
2090,44,21,64.51,8,0,1,0
2091,34,19,66.68,6,0,1,1
2092,29,47,170.51,3,0,1,0
2093,39,22,134.63,6,0,1,0
2094,34,33,140.94,5,0,0,0
2095,27,32,67.36,2,1,0,1
2096,71,64,95.74,9,1,1,0
2097,18,39,149.37,2,0,1,0
2098,39,42,180.29,0,0,1,1
2099,43,9,188.38,4,1,1,0
2100,73,25,130.06,7,0,1,1
2101,35,2,136.37,5,0,1,1
2102,67,19,176.63,7,0,1,0
2103,31,20,135.27,6,0,1,1
2104,64,70,132.36,1,0,1,1
2105,46,17,186.71,7,1,0,1
2106,29,68,170.59,3,0,1,0
2107,53,3,187.27,4,1,1,0
2108,52,51,90.55,7,0,1,0
2109,69,26,133.41,4,0,1,1
2110,29,56,177.95,4,0,1,0
2111,24,64,75.56,5,1,1,0
2112,46,8,171.25,6,0,1,0
2113,28,37,85.62,8,0,1,1
2114,50,27,173.14,6,0,1,1
2115,23,45,145.68,5,0,1,0
2116,64,4,87.05,9,0,1,1
2117,32,37,126.27,3,1,1,0
2118,49,71,155.47,9,0,0,1
2119,68,33,148.74,1,0,1,0
2120,28,31,119.81,8,1,1,0
2121,40,55,185.91,9,1,1,0
2122,43,12,132.7,4,0,1,0
2123,51,11,130.82,4,1,1,0
2124,63,32,68.72,2,0,1,0
2125,51,57,189.1,2,1,1,0
2126,46,38,84.8,0,0,1,0
2127,21,60,133.97,4,0,1,1
2128,34,19,172.5,2,1,0,0
2129,52,56,90.16,1,0,0,1
2130,30,14,133.83,8,0,1,1
2131,58,33,93.7,9,0,0,0
2132,56,10,166.36,5,0,1,0
2133,32,64,139.01,2,1,1,0
2134,72,64,179.84,6,0,1,0
2135,46,62,185.24,8,0,1,0
2136,46,68,150.82,8,1,1,0
2137,28,43,161.55,0,1,1,0
2138,69,59,136.89,1,0,1,1
2139,49,52,113.82,7,1,1,0
2140,19,19,150.74,0,0,1,1
2141,64,21,187.16,2,1,1,1
2142,31,22,118.34,6,1,1,0
2143,37,9,104.02,7,1,1,0
2144,39,9,114.38,4,1,1,0
2145,28,27,120.96,1,0,1,0
2146,44,17,70.3,2,0,0,1
2147,20,44,129.78,8,0,1,1
2148,34,45,129.2,9,1,1,0
2149,61,8,142.38,6,1,1,0
2150,73,18,110.79,0,0,1,1
2151,45,33,145.84,2,0,1,1
2152,46,1,182.95,8,1,1,0
2153,38,6,193.77,6,0,1,1
2154,64,41,141.71,1,1,1,0
2155,33,55,65.96,5,1,1,0
2156,54,5,195.69,8,0,1,0
2157,37,59,158.82,3,0,1,1
2158,23,18,107.03,9,1,1,0
2159,36,49,80.6,1,0,1,0
2160,74,65,80.08,2,0,1,0
2161,22,54,83.48,6,0,1,1
2162,20,61,66.38,3,0,1,0
2163,18,8,186.3,6,0,1,1
2164,55,3,135.71,4,1,1,0
2165,32,25,157.99,7,1,1,0
2166,51,69,175.94,7,0,1,0
2167,52,55,170.82,4,1,1,1
2168,66,40,183.56,6,0,1,0
2169,42,50,195.42,5,0,1,0
2170,41,33,121.47,7,0,1,1
2171,29,18,193.05,8,1,1,0
2172,35,57,161.26,4,1,1,0
2173,32,16,69.89,6,0,1,1
2174,61,38,155.45,0,0,1,0
2175,33,41,156.14,7,1,1,0
2176,44,7,186.82,2,0,1,1
2177,25,53,112.21,0,1,1,0
2178,63,63,141.89,5,0,1,0
2179,42,32,61.71,7,1,1,0
2180,34,38,106.49,2,0,1,0
2181,46,22,68.71,0,0,1,1
2182,70,16,133.06,2,1,1,0
2183,25,52,174.44,4,0,1,0
2184,32,29,88.9,7,0,1,1
2185,44,16,133.84,8,0,1,1
2186,63,17,88.56,8,0,1,0
2187,67,64,76.9,3,0,1,0
2188,69,13,131.54,7,0,1,0
2189,24,56,71.08,4,0,1,0
2190,20,5,142.23,2,1,1,1
2191,46,12,64.39,4,0,1,0
2192,61,41,74.94,1,0,1,0
2193,70,3,137.0,5,1,1,0
2194,41,33,142.8,0,1,1,0
2195,20,50,64.06,5,0,0,1
2196,37,56,140.27,4,0,1,0
2197,63,9,177.39,8,0,1,1
2198,32,50,161.12,6,0,0,0
2199,42,29,78.37,5,1,1,0
2200,47,39,142.95,6,1,1,0
2201,31,45,154.12,9,1,1,1
2202,24,17,65.21,4,0,1,0
2203,34,56,179.75,0,0,1,0
2204,61,46,186.88,8,0,1,1
2205,37,67,179.06,4,0,1,0
2206,53,69,175.45,3,0,1,0
2207,26,14,164.3,5,1,1,0
2208,55,67,148.68,4,1,0,0
2209,65,23,155.01,0,0,1,1
2210,74,61,172.9,1,0,1,1
2211,39,23,152.75,3,0,1,0
2212,71,27,105.88,7,1,0,1
2213,70,54,112.63,4,1,1,1
2214,70,10,185.59,6,0,1,0
2215,19,16,62.4,1,1,1,0
2216,41,41,157.83,7,1,1,0
2217,25,55,193.67,4,1,1,0
2218,28,61,158.87,3,0,1,0
2219,30,49,199.15,8,0,1,1
2220,34,52,156.26,5,0,1,0
2221,25,2,64.81,3,0,0,1
2222,38,50,175.78,7,1,1,0
2223,35,43,99.85,2,0,1,0
2224,47,8,122.45,9,1,1,0
2225,35,59,103.69,1,0,1,0
2226,63,65,97.6,6,0,1,1
2227,64,12,120.4,3,0,1,1
2228,48,4,113.03,3,0,1,0
2229,55,41,148.67,9,0,1,1
2230,49,7,173.84,8,1,1,1
2231,28,69,101.59,1,1,1,0
2232,62,69,89.92,0,0,1,0
2233,42,30,153.37,6,1,1,0
2234,50,6,153.84,7,0,1,0
2235,55,19,186.16,2,0,1,0
2236,58,66,62.23,1,0,1,0
2237,25,10,179.43,3,0,1,0
2238,28,16,132.94,1,0,1,0
2239,39,37,146.98,1,1,0,0
2240,68,32,72.79,4,1,1,0
2241,41,47,120.57,9,1,1,0
2242,58,43,91.82,4,1,1,0
2243,34,36,95.59,7,1,1,0
2244,29,26,130.57,8,0,1,1
2245,74,10,173.74,1,0,1,0
2246,63,31,164.13,0,1,1,0
2247,49,29,142.74,2,1,1,0
2248,32,5,135.52,5,0,1,0
2249,33,1,119.82,4,0,1,0
2250,71,3,196.18,7,0,0,1
2251,39,67,138.43,7,0,1,1
2252,45,71,95.56,1,1,1,1
2253,37,35,92.21,8,0,1,1
2254,50,15,145.59,3,0,1,0
2255,27,67,133.2,0,0,1,0
2256,57,30,61.08,1,1,1,1
2257,49,43,176.21,5,0,1,0
2258,67,60,158.58,4,1,1,0
2259,50,40,152.66,6,0,1,0
2260,19,65,69.63,8,0,1,1
2261,50,29,110.69,5,0,1,0
2262,50,19,190.95,5,0,1,0
2263,58,3,180.76,1,0,0,1
2264,30,36,99.98,6,0,1,0
2265,47,43,81.99,1,1,1,0
2266,50,15,122.87,6,0,1,0
2267,30,41,109.82,7,1,1,1
2268,69,36,155.51,0,0,1,1
2269,43,33,195.3,8,0,1,0
2270,39,5,110.82,7,0,1,1
2271,56,14,68.71,8,1,1,0
2272,19,68,185.67,4,0,1,0
2273,55,47,65.31,3,0,1,0
2274,56,54,193.39,0,0,1,1
2275,43,4,153.04,8,1,1,0
2276,63,9,191.84,3,1,0,0
2277,67,53,87.95,3,0,1,1
2278,32,60,65.7,3,1,1,0
2279,51,46,128.35,1,0,1,1
2280,59,54,123.09,3,0,1,0
2281,72,37,106.41,1,1,1,1
2282,61,23,194.07,7,1,1,1
2283,66,27,175.16,6,1,1,1
2284,57,70,152.62,9,0,1,1
2285,28,66,82.8,1,0,1,1
2286,20,61,162.81,1,1,1,0
2287,23,51,161.78,1,0,1,0
2288,26,50,119.51,0,1,1,1
2289,23,19,189.47,5,1,1,0
2290,26,1,83.38,5,0,1,1
2291,56,40,97.43,0,0,1,0
2292,48,32,68.85,0,0,1,0
2293,49,22,171.36,5,0,1,0
2294,58,66,147.05,5,1,1,1
2295,67,40,104.09,3,0,1,0
2296,29,38,82.93,2,0,1,0
2297,25,48,65.62,8,1,1,1
2298,25,55,83.34,5,0,1,0
2299,67,55,123.46,0,0,1,1
2300,45,51,94.6,2,1,1,0
2301,37,60,96.26,0,1,1,1
2302,64,8,182.58,2,0,0,1
2303,24,68,132.12,1,1,1,0
2304,28,9,162.1,4,0,0,0
2305,37,2,65.0,2,1,1,0
2306,33,70,111.12,6,0,1,1
2307,21,59,127.08,7,0,1,1
2308,23,19,86.1,6,0,1,1
2309,39,28,76.83,1,0,0,1
2310,43,14,181.84,9,0,0,0
2311,20,24,191.52,9,1,1,1
2312,58,44,71.03,6,1,1,0
2313,59,56,108.86,9,1,1,0
2314,31,51,194.16,2,0,1,1
2315,28,32,71.64,6,1,0,1
2316,35,50,150.11,0,1,0,0
2317,71,41,196.11,1,0,1,1
2318,29,66,196.95,9,0,1,1
2319,40,25,125.97,0,0,1,0
2320,29,61,82.78,8,0,1,1
2321,30,66,88.29,1,1,0,1
2322,42,42,184.54,1,0,1,1
2323,62,65,187.64,5,0,1,0
2324,68,36,145.1,6,1,1,0
2325,36,9,167.26,1,0,0,0
2326,72,36,163.59,3,0,1,1
2327,63,38,152.66,2,0,1,0
2328,53,33,175.82,4,0,1,0
2329,62,42,155.96,8,0,1,0
2330,25,61,134.76,1,1,1,0
2331,46,46,93.17,4,0,1,0
2332,72,61,164.14,7,0,1,0
2333,70,18,126.28,5,0,1,0
2334,72,70,101.27,3,0,1,0
2335,49,15,172.27,9,1,1,1
2336,68,48,157.54,7,0,1,1
2337,61,13,191.23,2,1,1,0
2338,35,43,83.16,3,0,1,0
2339,23,60,150.89,8,1,1,0
2340,35,57,94.19,4,1,1,0
2341,36,71,186.5,5,0,1,1
2342,39,17,73.93,1,1,1,0
2343,54,50,151.86,8,0,1,1
2344,49,32,170.75,7,1,1,0
2345,73,22,109.69,6,0,0,1
2346,58,55,193.58,8,0,1,0
2347,20,57,179.1,4,0,0,0
2348,45,13,101.25,4,1,0,0
2349,27,47,61.06,8,1,1,1
2350,68,62,101.53,4,0,1,0
2351,52,54,99.38,8,1,1,1
2352,46,29,184.6,0,1,1,0
2353,71,22,195.4,9,1,1,1
2354,32,65,69.86,9,0,0,1
2355,50,29,125.98,7,0,0,1
2356,24,48,136.77,2,0,1,0
2357,29,5,73.01,7,0,1,1
2358,66,35,112.85,4,0,1,0
2359,47,71,104.39,1,0,1,1
2360,38,46,135.05,8,1,1,0
2361,48,35,152.57,3,1,1,0
2362,41,45,158.49,6,1,1,0
2363,37,13,79.15,7,1,1,0
2364,54,10,173.81,6,1,1,0
2365,21,66,155.0,5,0,1,0
2366,45,70,184.47,6,1,1,0
2367,61,25,122.91,3,0,0,0
2368,37,44,185.14,9,0,0,1
2369,41,60,181.21,0,0,1,0
2370,67,47,121.38,4,0,1,1
2371,66,40,113.36,7,1,1,0
2372,68,7,190.59,9,1,1,1
2373,49,46,160.12,5,0,1,0
2374,58,23,189.95,4,0,1,0
2375,53,46,171.58,1,0,0,0
2376,70,13,145.3,9,1,1,1
2377,51,21,76.22,4,0,1,1
2378,53,1,100.81,9,1,1,0
2379,19,19,195.64,2,0,1,0
2380,32,60,104.72,1,1,1,1
2381,51,33,73.06,2,0,1,1
2382,53,4,159.06,3,0,1,0
2383,23,3,162.76,1,0,1,1
2384,56,52,99.96,3,0,1,1
2385,59,28,101.67,3,0,1,0
2386,68,70,125.65,5,1,1,0
2387,68,70,63.05,4,0,1,0
2388,71,55,170.51,6,0,1,1
2389,29,57,104.39,6,0,1,1
2390,20,16,179.53,2,0,1,0
2391,62,24,172.37,8,0,1,0
2392,35,69,152.6,6,1,1,0
2393,57,41,105.48,6,0,1,0
2394,38,47,132.28,1,0,1,0
2395,32,69,122.28,9,0,1,1
2396,50,31,107.44,2,1,1,0
2397,52,30,178.74,2,0,1,1
2398,43,18,127.69,5,1,1,0
2399,25,44,176.58,3,0,1,0
2400,53,27,74.73,3,0,0,1
2401,65,26,79.74,0,0,1,0
2402,47,60,196.82,5,0,1,0
2403,40,18,142.29,7,0,0,1
2404,59,56,131.37,7,0,1,0
2405,61,31,133.24,7,0,1,1
2406,31,59,90.14,4,1,1,1
2407,31,2,160.62,9,0,0,0
2408,19,39,71.87,5,0,1,0
2409,72,61,140.27,4,0,0,0
2410,54,63,139.91,3,0,1,0
2411,22,18,187.99,3,0,1,0
2412,55,17,133.67,3,0,1,1
2413,62,39,79.19,3,0,1,1
2414,58,71,140.19,5,0,1,1
2415,71,54,72.79,5,0,1,1
2416,64,35,88.53,4,0,1,0
2417,31,11,64.36,8,1,1,0
2418,73,61,131.86,7,0,0,0
2419,56,44,71.83,9,1,1,1
2420,42,68,125.72,5,1,1,0
2421,37,25,190.61,8,1,1,1
2422,19,48,160.77,4,1,1,0
2423,56,32,70.84,9,0,1,1
2424,23,4,91.39,3,0,1,1
2425,34,38,154.31,5,1,1,1
2426,42,63,185.26,3,0,1,1
2427,74,47,64.61,7,0,0,1
2428,45,1,173.74,6,0,1,1
2429,19,3,138.65,4,0,1,0
2430,52,62,136.45,9,1,1,1
2431,54,64,194.09,5,0,1,0
2432,22,17,164.67,6,1,1,0
2433,18,62,179.02,1,0,1,0
2434,57,35,109.56,8,0,1,0
2435,29,13,137.61,6,0,1,1
2436,73,35,146.16,7,0,1,0
2437,53,43,105.02,4,0,1,1
2438,62,2,139.83,2,0,1,0
2439,40,56,93.13,1,0,1,1
2440,64,51,80.07,1,1,1,0
2441,48,54,112.36,2,0,1,0
2442,28,16,163.5,0,0,1,0
2443,27,18,188.27,0,1,1,0
2444,20,7,124.08,6,0,0,1
2445,71,45,150.0,9,0,1,0
2446,31,36,74.43,7,1,1,0
2447,33,41,186.62,5,1,1,0
2448,27,42,139.6,6,1,1,0
2449,46,7,169.25,0,0,1,0
2450,27,15,171.22,0,1,1,0
2451,29,60,95.91,8,0,1,0
2452,47,40,134.08,4,1,1,0
2453,58,37,194.47,6,1,1,0
2454,18,66,72.55,5,0,1,1
2455,22,55,155.63,3,0,0,1
2456,37,56,194.72,0,1,1,0
2457,25,44,102.08,3,0,1,0
2458,60,57,180.6,9,0,1,1
2459,29,6,190.71,9,1,1,0
2460,18,32,164.59,7,0,1,0
2461,74,18,92.39,0,1,1,0
2462,71,68,106.76,1,1,1,0
2463,37,7,65.01,7,1,1,1
2464,45,8,176.4,1,0,1,0
2465,74,64,178.95,9,0,1,0
2466,60,7,148.58,8,1,1,0
2467,54,41,109.35,2,0,1,0
2468,64,40,70.75,2,1,1,0
2469,54,3,165.43,5,1,1,1
2470,29,17,161.71,2,0,1,1
2471,54,66,187.76,8,1,0,0
2472,66,52,162.27,7,0,1,0
2473,66,22,176.02,3,0,1,0
2474,73,4,164.43,5,0,1,1
2475,61,6,148.3,7,1,1,0
2476,73,38,119.78,3,1,1,0
2477,45,26,186.3,4,0,1,1
2478,64,11,151.14,6,0,1,1
2479,32,17,115.77,7,0,1,0
2480,23,31,71.69,6,0,1,0
2481,61,35,100.7,7,0,1,0
2482,37,16,136.12,3,1,1,0
2483,67,18,98.59,0,1,1,1
2484,31,62,90.97,5,0,0,0
2485,19,27,133.84,4,1,1,0
2486,26,35,83.77,3,1,1,0
2487,54,45,172.06,1,1,1,1
2488,37,35,127.81,0,0,1,0
2489,43,28,140.34,8,1,1,0
2490,46,9,80.63,1,1,1,0
2491,18,15,105.44,8,1,0,0
2492,72,21,117.41,5,0,1,0
2493,52,52,173.15,5,0,1,1
2494,23,35,167.82,1,1,1,1
2495,54,51,91.22,5,0,1,0
2496,70,55,146.27,2,0,1,1
2497,22,44,94.08,6,0,1,0
2498,50,65,198.35,9,0,1,1
2499,66,25,193.3,3,0,1,1
2500,68,47,138.86,8,0,1,1
2501,31,56,157.85,4,0,1,0
2502,29,38,172.2,9,0,1,0
2503,59,11,160.94,2,0,1,0
2504,37,67,157.98,0,1,1,0
2505,70,15,194.2,0,0,1,1
2506,67,1,143.5,3,1,1,0
2507,41,7,149.08,9,0,1,0
2508,60,1,178.9,9,1,1,1
2509,51,49,153.78,3,1,1,0
2510,42,29,162.61,8,0,1,1
2511,67,26,92.78,7,0,1,0
2512,46,45,111.98,3,1,0,0
2513,74,71,80.62,5,1,1,1
2514,56,12,130.81,6,0,0,1
2515,48,32,123.8,9,1,1,0
2516,73,20,199.6,7,0,1,0
2517,64,51,145.57,3,1,1,0
2518,60,36,170.1,0,0,1,0
2519,67,67,106.76,4,0,1,0
2520,40,1,176.42,0,0,0,0
2521,61,27,146.11,3,0,1,0
2522,55,40,157.58,6,1,1,0
2523,37,14,101.22,6,1,1,0
2524,40,69,136.81,0,1,1,0
2525,62,6,148.77,8,1,1,0
2526,69,33,142.47,1,0,1,0
2527,33,55,188.13,4,0,1,0
2528,67,19,185.76,5,1,0,1
2529,59,29,195.94,0,0,1,1
2530,72,61,153.44,1,1,1,1
2531,25,70,196.07,6,0,1,0
2532,67,24,176.55,5,1,1,0
2533,38,23,97.92,5,0,1,0
2534,18,10,119.84,5,1,1,1
2535,72,54,93.37,6,1,1,0
2536,25,41,60.59,9,1,1,0
2537,46,49,86.33,8,0,1,1
2538,49,17,60.57,8,0,1,1
2539,55,56,160.78,1,0,0,0
2540,22,45,119.57,1,1,1,0
2541,64,30,103.76,4,0,1,0
2542,39,44,166.64,9,1,1,0
2543,64,55,176.55,6,1,1,0
2544,51,19,196.54,2,1,1,0
